BTCUSDT,0.10,0.001
ETHUSDT,0.01,0.001
BCHUSDT,0.01,0.001
XRPUSDT,0.0001,0.1
LTCUSDT,0.01,0.001
TRXUSDT,0.00001,1
ETCUSDT,0.001,0.01
LINKUSDT,0.001,0.01
XLMUSDT,0.00001,1
ADAUSDT,0.00010,1
XMRUSDT,0.01,0.001
DASHUSDT,0.01,0.001
ZECUSDT,0.01,0.001
XTZUSDT,0.001,0.1
BNBUSDT,0.010,0.01
ATOMUSDT,0.001,0.01
ONTUSDT,0.0001,0.1
IOTAUSDT,0.0001,0.1
BATUSDT,0.0001,0.1
VETUSDT,0.000001,1
NEOUSDT,0.001,0.01
QTUMUSDT,0.001,0.1
IOSTUSDT,0.000001,1
THETAUSDT,0.0001,0.1
ALGOUSDT,0.0001,0.1
ZILUSDT,0.00001,1
KNCUSDT,0.00010,1
ZRXUSDT,0.0001,0.1
COMPUSDT,0.01,0.001
OMGUSDT,0.0001,0.1
DOGEUSDT,0.000010,1
SXPUSDT,0.0001,0.1
KAVAUSDT,0.0001,0.1
BANDUSDT,0.0001,0.1
RLCUSDT,0.0001,0.1
WAVESUSDT,0.0001,0.1
MKRUSDT,0.10,0.001
SNXUSDT,0.001,0.1
DOTUSDT,0.001,0.1
DEFIUSDT,0.1,0.001
YFIUSDT,1,0.001
BALUSDT,0.001,0.1
CRVUSDT,0.001,0.1
TRBUSDT,0.001,0.1
RUNEUSDT,0.0010,1
SUSHIUSDT,0.0001,1
EGLDUSDT,0.001,0.1
SOLUSDT,0.0100,0.01
ICXUSDT,0.0001,1
STORJUSDT,0.0001,1
BLZUSDT,0.00001,1
UNIUSDT,0.0010,1
AVAXUSDT,0.0010,1
FTMUSDT,0.000100,1
ENJUSDT,0.00001,1
FLMUSDT,0.0001,1
RENUSDT,0.00001,1
KSMUSDT,0.001,0.1
NEARUSDT,0.0010,1
AAVEUSDT,0.010,0.1
FILUSDT,0.001,0.1
RSRUSDT,0.000001,1
LRCUSDT,0.00001,1
OCEANUSDT,0.00010,1
BELUSDT,0.00010,1
AXSUSDT,0.00100,1
ALPHAUSDT,0.00001,1
ZENUSDT,0.001,0.1
SKLUSDT,0.00001,1
GRTUSDT,0.00001,1
1INCHUSDT,0.0001,1
CHZUSDT,0.00001,1
SANDUSDT,0.00001,1
ANKRUSDT,0.000010,1
LITUSDT,0.001,0.1
UNFIUSDT,0.001,0.1
REEFUSDT,0.000001,1
RVNUSDT,0.00001,1
SFPUSDT,0.0001,1
XEMUSDT,0.0001,1
BTCSTUSDT,0.001,0.1
COTIUSDT,0.00001,1
CHRUSDT,0.0001,1
MANAUSDT,0.0001,1
ALICEUSDT,0.001,0.1
HBARUSDT,0.00001,1
ONEUSDT,0.00001,1
LINAUSDT,0.000001,0.1
STMXUSDT,0.00001,1
DENTUSDT,0.000001,1
CELRUSDT,0.00001,1
HOTUSDT,0.000001,1
MTLUSDT,0.0001,1
OGNUSDT,0.0001,1
NKNUSDT,0.00001,1
SCUSDT,0.000001,1
DGBUSDT,0.00001,1
1000SHIBUSDT,0.000001,1
BAKEUSDT,0.0001,1
GTCUSDT,0.001,0.1
BTCDOMUSDT,0.1,0.001
IOTXUSDT,0.00001,1
RAYUSDT,0.001,0.1
C98USDT,0.0001,1
MASKUSDT,0.0001,1
ATAUSDT,0.0001,1
DYDXUSDT,0.001,0.1
1000XECUSDT,0.00001,1
GALAUSDT,0.00001,1
CELOUSDT,0.001,0.1
ARUSDT,0.001,0.1
KLAYUSDT,0.0001,0.1
ARPAUSDT,0.00001,1
CTSIUSDT,0.0001,1
LPTUSDT,0.001,0.1
ENSUSDT,0.001,0.1
PEOPLEUSDT,0.00001,1
ROSEUSDT,0.00001,1
DUSKUSDT,0.00001,1
FLOWUSDT,0.001,0.1
IMXUSDT,0.0001,1
API3USDT,0.0001,0.1
GMTUSDT,0.00001,1
APEUSDT,0.0001,1
WOOUSDT,0.00001,1
FTTUSDT,0.0001,0.1
JASMYUSDT,0.000001,1
DARUSDT,0.0001,0.1
OPUSDT,0.0001000,0.1
INJUSDT,0.001000,0.1
STGUSDT,0.0001000,1
SPELLUSDT,0.0000001,1
1000LUNCUSDT,0.0000100,1
LUNA2USDT,0.0001000,1
LDOUSDT,0.000100,1
ICPUSDT,0.001000,1
APTUSDT,0.00010,0.1
QNTUSDT,0.010000,0.1
FETUSDT,0.0001000,1
FXSUSDT,0.000100,0.1
HOOKUSDT,0.000010,0.1
MAGICUSDT,0.000100,0.1
TUSDT,0.0000100,1
HIGHUSDT,0.000100,0.1
MINAUSDT,0.0001000,1
ASTRUSDT,0.0000010,1
AGIXUSDT,0.0001000,1
PHBUSDT,0.0001000,1
GMXUSDT,0.001000,0.01
CFXUSDT,0.0000100,1
STXUSDT,0.0001000,1
BNXUSDT,0.000100,0.1
ACHUSDT,0.0000010,1
SSVUSDT,0.001000,0.01
CKBUSDT,0.0000010,1
PERPUSDT,0.000100,0.1
TRUUSDT,0.0000100,1
LQTYUSDT,0.000100,0.1
USDCUSDT,0.0000010,1
IDUSDT,0.0000100,1
ARBUSDT,0.000100,0.1
JOEUSDT,0.0000100,1
TLMUSDT,0.0000010,1
AMBUSDT,0.0000010,1
LEVERUSDT,0.0000001,1
RDNTUSDT,0.0000100,1
HFTUSDT,0.0000100,1
XVSUSDT,0.001000,0.1
ETHBTC,0.000001,0.01
BLURUSDT,0.0000100,1
EDUUSDT,0.0001000,1
IDEXUSDT,0.0000100,1
SUIUSDT,0.000100,0.1
1000PEPEUSDT,0.0000001,1
1000FLOKIUSDT,0.0000100,1
UMAUSDT,0.001000,1
RADUSDT,0.000100,1
KEYUSDT,0.0000001,1
COMBOUSDT,0.000100,0.1
NMRUSDT,0.001000,0.1
MAVUSDT,0.0000100,1
MDTUSDT,0.0000100,1
XVGUSDT,0.0000010,1
WLDUSDT,0.0001000,1
PENDLEUSDT,0.0001000,1
ARKMUSDT,0.0001000,1
AGLDUSDT,0.0001000,1
YGGUSDT,0.0001000,1
DODOXUSDT,0.0000010,1
BNTUSDT,0.0000100,1
OXTUSDT,0.0000100,1
SEIUSDT,0.0001000,1
CYBERUSDT,0.001000,0.1
HIFIUSDT,0.0000100,1
ARKUSDT,0.0001000,1
GLMRUSDT,0.0000100,1
BICOUSDT,0.0000100,1
STRAXUSDT,0.0001000,1
LOOMUSDT,0.0000100,1
BIGTIMEUSDT,0.0000100,1
BONDUSDT,0.001000,0.1
ORBSUSDT,0.0000010,1
STPTUSDT,0.0000100,1
WAXPUSDT,0.0000100,1
BSVUSDT,0.01000,0.1
RIFUSDT,0.0000100,1
POLYXUSDT,0.0000100,1
GASUSDT,0.001000,0.1
POWRUSDT,0.0001000,1
TIAUSDT,0.0001000,1
SNTUSDT,0.0000100,1
CAKEUSDT,0.0001000,1
MEMEUSDT,0.0000010,1
TWTUSDT,0.000100,1
TOKENUSDT,0.0000100,1
ORDIUSDT,0.001000,0.1
STEEMUSDT,0.000010,1
BADGERUSDT,0.000100,1
ILVUSDT,0.00100,0.1
NTRNUSDT,0.000010,1
KASUSDT,0.0000100,1
BEAMXUSDT,0.0000010,1
1000BONKUSDT,0.0000010,1
PYTHUSDT,0.0000100,1
SUPERUSDT,0.0001000,1
USTCUSDT,0.0000010,1
ONGUSDT,0.0000100,1
ETHWUSDT,0.000100,1
JTOUSDT,0.000100,1
1000SATSUSDT,0.0000001,1
AUCTIONUSDT,0.001000,0.01
1000RATSUSDT,0.0000100,1
ACEUSDT,0.000100,0.01
MOVRUSDT,0.001000,0.01
NFPUSDT,0.0000100,0.1
BTCUSDC,0.1,0.001
ETHUSDC,0.01,0.001
BNBUSDC,0.010,0.01
SOLUSDC,0.0100,0.01
XRPUSDC,0.0001,0.1
AIUSDT,0.000010,1
XAIUSDT,0.0000100,1
DOGEUSDC,0.000010,1
WIFUSDT,0.0001000,0.1
MANTAUSDT,0.0001000,0.1
ONDOUSDT,0.0001000,0.1
LSKUSDT,0.000100,1
ALTUSDT,0.0000100,1
JUPUSDT,0.0001000,1
ZETAUSDT,0.000100,1
RONINUSDT,0.000100,0.1
DYMUSDT,0.000100,0.1
SUIUSDC,0.000010,0.1
OMUSDT,0.0000100,0.1
LINKUSDC,0.001,0.01
PIXELUSDT,0.0000100,1
STRKUSDT,0.0001000,0.1
ORDIUSDC,0.001000,0.1
GLMUSDT,0.0000100,1
PORTALUSDT,0.0000100,0.1
TONUSDT,0.0001000,0.1
AXLUSDT,0.0001000,0.1
MYROUSDT,0.0000100,1
1000PEPEUSDC,0.0000001,1
METISUSDT,0.0100,0.01
AEVOUSDT,0.0000100,0.1
WLDUSDC,0.0001000,0.1
VANRYUSDT,0.0000100,1
BOMEUSDT,0.0000010,1
ETHFIUSDT,0.0001000,0.1
AVAXUSDC,0.001000,0.01
1000SHIBUSDC,0.0000010,1
ENAUSDT,0.0001000,1
WUSDT,0.0000100,0.1
WIFUSDC,0.0001000,0.1
BCHUSDC,0.01,0.001
TNSRUSDT,0.0001000,0.1
SAGAUSDT,0.0001000,0.1
LTCUSDC,0.01,0.001
NEARUSDC,0.0010,1
TAOUSDT,0.01,0.001
OMNIUSDT,0.0010,0.01
ARBUSDC,0.000100,0.1
NEOUSDC,0.001,0.001
FILUSDC,0.0010000,0.1
TIAUSDC,0.0001000,1
BOMEUSDC,0.0000010,1
REZUSDT,0.0000100,1
ENAUSDC,0.0001000,1
ETHFIUSDC,0.0001000,0.1
1000BONKUSDC,0.0000010,1
BBUSDT,0.0000100,1
NOTUSDT,0.0000010,1
TURBOUSDT,0.0000001,1
IOUSDT,0.0001000,0.1
ZKUSDT,0.0000100,1
MEWUSDT,0.0000010,1
LISTAUSDT,0.0001000,1
ZROUSDT,0.0001000,0.1
CRVUSDC,0.0001000,0.1
RENDERUSDT,0.0010000,0.1
BANANAUSDT,0.0010000,0.1
RAREUSDT,0.0000100,1
GUSDT,0.0000100,1
SYNUSDT,0.0001000,1
SYSUSDT,0.0000100,1
VOXELUSDT,0.0000100,1
BRETTUSDT,0.0000100,1
ALPACAUSDT,0.0000100,1
POPCATUSDT,0.0001000,1
SUNUSDT,0.0000010,1
VIDTUSDT,0.0000100,1
NULSUSDT,0.0001000,1
DOGSUSDT,0.0000001,1
MBOXUSDT,0.0000100,1
CHESSUSDT,0.0000100,1
FLUXUSDT,0.0001000,1
BSWUSDT,0.0000100,1
QUICKUSDT,0.0000100,1
NEIROETHUSDT,0.0000100,1
RPLUSDT,0.0010000,0.1
POLUSDT,0.0000100,1
UXLINKUSDT,0.0001000,1
1MBABYDOGEUSDT,0.0000001,1
NEIROUSDT,0.00000010,1
KDAUSDT,0.0001000,1
FIDAUSDT,0.0000100,1
FIOUSDT,0.0000100,1
CATIUSDT,0.0000100,1
GHSTUSDT,0.0001000,1
LOKAUSDT,0.0000100,1
HMSTRUSDT,0.0000001,1
REIUSDT,0.0000100,1
COSUSDT,0.0000010,1
EIGENUSDT,0.0001000,0.1
DIAUSDT,0.0001000,1
1000CATUSDT,0.0000010,1
SCRUSDT,0.0001000,1
GOATUSDT,0.0000100,1
MOODENGUSDT,0.0000100,1
SAFEUSDT,0.0001000,1
SANTOSUSDT,0.0010000,0.1
TROYUSDT,0.0000010,1
PONKEUSDT,0.0000100,1
COWUSDT,0.0001000,1
CETUSUSDT,0.0000100,1
1000000MOGUSDT,0.0001000,0.1
GRASSUSDT,0.0001000,0.1
DRIFTUSDT,0.0001000,1
SWELLUSDT,0.0000010,1
ACTUSDT,0.0000100,1
PNUTUSDT,0.0000100,1
HIPPOUSDT,0.0000010,1
1000XUSDT,0.0000100,1
DEGENUSDT,0.0000010,1
BANUSDT,0.0000100,1
AKTUSDT,0.0010000,0.1
SLERFUSDT,0.0000100,1
SCRTUSDT,0.0001000,1
1000CHEEMSUSDT,0.0000001,1
1000WHYUSDT,0.0000001,1
THEUSDT,0.0001000,0.1
MORPHOUSDT,0.0001000,0.1
CHILLGUYUSDT,0.0000100,1
KAIAUSDT,0.0001000,1
AEROUSDT,0.0001000,0.1
ACXUSDT,0.0001000,0.1
ORCAUSDT,0.0010000,0.1
MOVEUSDT,0.0001000,1
RAYSOLUSDT,0.0001000,0.1
KOMAUSDT,0.0000100,1
VIRTUALUSDT,0.0001000,0.1
SPXUSDT,0.0001000,1
MEUSDT,0.0001000,0.1
AVAUSDT,0.0001000,0.1
DEGOUSDT,0.0001000,0.1
VELODROMEUSDT,0.0000100,1
MOCAUSDT,0.0000100,1
VANAUSDT,0.001000,0.01
PENGUUSDT,0.0000010,1
LUMIAUSDT,0.0001000,0.1
USUALUSDT,0.0000100,1
AIXBTUSDT,0.0000100,1
FARTCOINUSDT,0.0001000,0.1
KMNOUSDT,0.0000100,1
CGPTUSDT,0.0000100,1
HIVEUSDT,0.0000100,1
DEXEUSDT,0.001000,0.01
PHAUSDT,0.0000100,1
DFUSDT,0.0000100,1
GRIFFAINUSDT,0.0000100,1
AI16ZUSDT,0.0001000,0.1
ZEREBROUSDT,0.0000100,1
BIOUSDT,0.0000100,1
COOKIEUSDT,0.0001000,1
ALCHUSDT,0.0000100,1
SWARMSUSDT,0.0000100,1
SONICUSDT,0.0001000,0.1
DUSDT,0.0000100,1
PROMUSDT,0.0010000,0.1
SUSDT,0.0001000,1
SOLVUSDT,0.0000100,1
ARCUSDT,0.0000100,1
AVAAIUSDT,0.0000100,1
TRUMPUSDT,0.001000,0.01
MELANIAUSDT,0.000100,0.01
VTHOUSDT,0.0000010,1
ANIMEUSDT,0.0000100,1
VINEUSDT,0.0000100,1
PIPPINUSDT,0.0000100,1
VVVUSDT,0.001000,0.01
BERAUSDT,0.001000,0.1
TSTUSDT,0.0000100,1
LAYERUSDT,0.000100,0.1
HEIUSDT,0.000100,0.1
B3USDT,0.0000010,1
IPUSDT,0.001000,0.1
GPSUSDT,0.0000100,1
SHELLUSDT,0.0001000,1
KAITOUSDT,0.000100,0.1
KAITOUSDC,0.000100,0.1
IPUSDC,0.001000,0.1
TRUMPUSDC,0.001000,0.01
ADAUSDC,0.000100,0.1
REDUSDT,0.0001000,1
PNUTUSDC,0.0000100,1
HBARUSDC,0.0000100,1
VICUSDT,0.0001000,1
EPICUSDT,0.000100,0.1
BMTUSDT,0.0000100,1
MUBARAKUSDT,0.0000100,1
FORMUSDT,0.000100,0.1
BIDUSDT,0.0000100,1
TUTUSDT,0.0000100,1
BROCCOLI714USDT,0.0000100,1
BROCCOLIF3BUSDT,0.0000010,1
SIRENUSDT,0.0000100,1
BANANAS31USDT,0.0000010,1
BRUSDT,0.0000100,1
PLUMEUSDT,0.0000100,1
NILUSDT,0.000100,0.1
PARTIUSDT,0.0001000,1
JELLYJELLYUSDT,0.0000100,1
MAVIAUSDT,0.0001000,1
PAXGUSDT,0.0100,0.001
WALUSDT,0.0001000,1
BTCUSDT_250926,0.1,0.001
ETHUSDT_250926,0.01,0.001
FUNUSDT,0.0000010,1
MLNUSDT,0.00100,0.01
GUNUSDT,0.0000100,1
ATHUSDT,0.0000100,1
BABYUSDT,0.0000100,1
FORTHUSDT,0.001000,0.1
PROMPTUSDT,0.0001000,1
XCNUSDT,0.0000100,1
STOUSDT,0.0000100,1
FHEUSDT,0.0000100,1
KERNELUSDT,0.0001000,1
WCTUSDT,0.0001000,1
INITUSDT,0.0001000,1
AERGOUSDT,0.0000100,1
BANKUSDT,0.0000100,1
EPTUSDT,0.0000010,1
DEEPUSDT,0.0000100,1
HYPERUSDT,0.0001000,1
MEMEFIUSDT,0.0000010,1
FISUSDT,0.0000100,1
JSTUSDT,0.0000010,1
SIGNUSDT,0.0000100,1
PUNDIXUSDT,0.0001000,1
CTKUSDT,0.0001000,1
AIOTUSDT,0.0001000,1
DOLOUSDT,0.0000100,1
HAEDALUSDT,0.0000100,1
SXTUSDT,0.0000100,1
ASRUSDT,0.001000,0.1
ALPINEUSDT,0.000100,0.1
B2USDT,0.0001000,1
MILKUSDT,0.0000100,1
SYRUPUSDT,0.0000100,1
OBOLUSDT,0.0000100,1
DOODUSDT,0.0000001,1
OGUSDT,0.001000,0.1
ZKJUSDT,0.000100,0.1
SKYAIUSDT,0.0000100,1
NXPCUSDT,0.0001000,1
CVCUSDT,0.0000100,1
AGTUSDT,0.0000010,1
AWEUSDT,0.0000100,1
BUSDT,0.0001000,1
SOONUSDT,0.0000100,1
HUMAUSDT,0.0000010,1
AUSDT,0.0001000,1
SOPHUSDT,0.0000010,1
MERLUSDT,0.0000100,1
HYPEUSDT,0.00100,0.01
BDXNUSDT,0.0000100,1
PUFFERUSDT,0.0000100,1
PORT3USDT,0.0000100,1
1000000BOBUSDT,0.0000100,1
LAUSDT,0.000100,0.1
SKATEUSDT,0.0000100,1
HOMEUSDT,0.0000010,1
RESOLVUSDT,0.0000100,1
TAIKOUSDT,0.0001000,1
SQDUSDT,0.0000100,1
PUMPBTCUSDT,0.0000100,1
AAVEUSDC,0.010,0.1
UNIUSDC,0.0010,1
SPKUSDT,0.0000100,1
MYXUSDT,0.0010000,1
FUSDT,0.0000010,1
NEWTUSDT,0.0001000,1
DMCUSDT,0.0000010,1
HUSDT,0.0000100,1
OLUSDT,0.0000100,1
SAHARAUSDT,0.0000100,1
BTCUSDT_251226,0.1,0.001
ETHUSDT_251226,0.01,0.001
ICNTUSDT,0.0001000,1
BULLAUSDT,0.0000100,1
IDOLUSDT,0.0000100,1
MUSDT,0.0001000,1
TANSSIUSDT,0.0000100,1
PUMPUSDT,0.0000010,1
CROSSUSDT,0.0000100,1
AINUSDT,0.0000100,1
CUSDT,0.0000100,1
VELVETUSDT,0.0000100,1
TACUSDT,0.0000100,1
ERAUSDT,0.0001000,1
TAUSDT,0.0000100,1
PENGUUSDC,0.0000010,1
CVXUSDT,0.001000,0.1
SLPUSDT,0.0000010,1
ZORAUSDT,0.0000100,1
TAGUSDT,0.0000001,1
ZRCUSDT,0.0000100,1
ESPORTSUSDT,0.0000100,1
TREEUSDT,0.0001000,1
A2ZUSDT,0.0000010,1
PLAYUSDT,0.0000100,1
NAORISUSDT,0.0000100,1
TOWNSUSDT,0.0000100,1
PROVEUSDT,0.000100,0.1
ALLUSDT,0.000100,1
INUSDT,0.0000100,1
YALAUSDT,0.0001000,1
CARVUSDT,0.0001000,1
AIOUSDT,0.0000100,1
XNYUSDT,0.0000010,1
USELESSUSDT,0.0001000,1
DAMUSDT,0.0000100,1
CUDISUSDT,0.0000100,1
SAPIENUSDT,0.0000100,1
XPLUSDT,0.0001000,1
WLFIUSDT,0.0001000,1
BIOUSDC,0.0000100,1
SOMIUSDT,0.0001000,1
BASUSDT,0.0000010,1
BTRUSDT,0.0000100,1
MITOUSDT,0.0000100,1
HEMIUSDT,0.0000010,1
LINEAUSDT,0.0000100,1
QUSDT,0.0000010,1
ARIAUSDT,0.0000100,1
TAKEUSDT,0.0000100,1
PTBUSDT,0.0000100,1
WLFIUSDC,0.0001000,1
OPENUSDT,0.0001000,1
FLOCKUSDT,0.0001000,1
SKYUSDT,0.0000100,1
AVNTUSDT,0.0000100,1
HOLOUSDT,0.0001000,1
XPINUSDT,0.0000001,1
UBUSDT,0.0000010,1
ZKCUSDT,0.0001000,1
TOSHIUSDT,0.0000001,1
STBLUSDT,0.0000100,1
